	Category_Link	Category_Name	Sub_Category_Link	Sub_Category_Name	Sub_Sub_Category_Link	Sub_Sub_Category_Name
149	https://www.costco.com/auto-tires.html	Tires &amp; Auto	https://www.costco.com/auto-truck-accessories.html	Auto &amp; Truck Accessories	https://www.costco.com/power-inverters-chargers.html	Power Inverters &amp; Chargers
150	https://www.costco.com/auto-tires.html	Tires &amp; Auto	https://www.costco.com/auto-truck-accessories.html	Auto &amp; Truck Accessories	https://www.costco.com/wiper-blades.html	Wiper Blades
151	https://www.costco.com/auto-tires.html	Tires &amp; Auto	https://www.costco.com/automotive-garage.html	Garage &amp; Shop Accessories	https://www.costco.com/carports.html	Carports &amp; Garages
152	https://www.costco.com/auto-tires.html	Tires &amp; Auto	https://www.costco.com/automotive-garage.html	Garage &amp; Shop Accessories	https://www.costco.com/auto-lifts-jacks.html	Lifts &amp; Jacks
153	https://www.costco.com/auto-tires.html	Tires &amp; Auto	https://www.costco.com/automotive-garage.html	Garage &amp; Shop Accessories	https://www.costco.com/utility-carts.html	Utility Carts
154	https://www.costco.com/auto-tires.html	Tires &amp; Auto	https://www.costco.com/automotive-garage.html	Garage &amp; Shop Accessories	https://www.costco.com/tools-equipment.html	Tools &amp; Equipment
155	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/wedding-event-flowers.html	Wedding &amp; Event Flowers
156	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/bulk-flowers.html	Bulk Flowers
157	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/roses.html	Roses
158	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/bouquets.html	Bouquets
159	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/floral-arrangements.html	Vase Arrangements
160	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/special-occasions.html	Occasions
161	https://www.costco.com/holiday-gifts.html	Floral, Gifts &amp; Books	https://www.costco.com/floral.html	Floral	https://www.costco.com/next-business-day-delivery.html	Next Business Day Delivery
